date,variant,signups,dau,wau,mau,dau_mau_ratio,sessions,avg_session_duration_sec,sessions_per_active_user,lessons_completed,lessons_per_active_user,xp_earned,xp_per_active_user,premium_users,premium_share
2025-04-06,control,1,15.0,51.0,82.0,0.18292682926829268,18,111.75,1.2,9,0.6,186,12.4,11,0.7333333333333333
2025-04-06,treatment,1,13.0,48.0,86.0,0.1511627906976744,18,114.59375,1.3846153846153846,10,0.7692307692307693,206,15.846153846153847,11,0.8461538461538461
2025-04-07,control,1,16.0,50.0,84.0,0.19047619047619047,25,122.24742268041237,1.5625,16,1.0,317,19.8125,12,0.75
2025-04-07,treatment,1,17.0,48.0,85.0,0.2,24,127.74226804123711,1.411764705882353,15,0.8823529411764706,304,17.88235294117647,12,0.7058823529411765
2025-04-08,control,1,20.0,52.0,87.0,0.22988505747126436,27,160.29591836734693,1.35,19,0.95,374,18.7,13,0.65
2025-04-08,treatment,1,17.0,49.0,86.0,0.19767441860465115,22,132.6122448979592,1.2941176470588236,11,0.6470588235294118,208,12.235294117647058,12,0.7058823529411765
2025-04-09,control,1,19.0,53.0,89.0,0.21348314606741572,24,138.6060606060606,1.263157894736842,20,1.0526315789473684,415,21.842105263157894,12,0.631578947368421
2025-04-09,treatment,1,17.0,48.0,87.0,0.19540229885057472,24,144.7070707070707,1.411764705882353,20,1.1764705882352942,413,24.294117647058822,13,0.7647058823529411
2025-04-10,control,2,21.0,49.0,89.0,0.23595505617977527,31,170.44554455445544,1.4761904761904763,22,1.0476190476190477,462,22.0,14,0.6666666666666666
2025-04-10,treatment,2,22.0,47.0,88.0,0.25,36,194.01980198019803,1.6363636363636365,21,0.9545454545454546,438,19.90909090909091,14,0.6363636363636364
2025-04-11,control,1,26.0,50.0,91.0,0.2857142857142857,40,221.92156862745097,1.5384615384615385,24,0.9230769230769231,509,19.576923076923077,14,0.5384615384615384
2025-04-11,treatment,1,25.0,50.0,89.0,0.2808988764044944,32,190.77450980392157,1.28,22,0.88,475,19.0,15,0.6
2025-04-12,control,1,24.0,52.0,90.0,0.26666666666666666,37,190.5631067961165,1.5416666666666667,22,0.9166666666666666,450,18.75,14,0.5833333333333334
2025-04-12,treatment,1,24.0,57.0,90.0,0.26666666666666666,41,206.80582524271844,1.7083333333333333,28,1.1666666666666667,574,23.916666666666668,15,0.625
2025-04-13,control,1,21.0,55.0,94.0,0.22340425531914893,33,170.66346153846155,1.5714285714285714,24,1.1428571428571428,510,24.285714285714285,13,0.6190476190476191
2025-04-13,treatment,1,20.0,59.0,91.0,0.21978021978021978,30,177.41346153846155,1.5,17,0.85,349,17.45,15,0.75
2025-04-14,control,1,22.0,52.0,94.0,0.23404255319148937,34,157.11428571428573,1.5454545454545454,23,1.0454545454545454,449,20.40909090909091,13,0.5909090909090909
2025-04-14,treatment,1,21.0,63.0,93.0,0.22580645161290322,32,176.03809523809525,1.5238095238095237,17,0.8095238095238095,374,17.80952380952381,16,0.7619047619047619
2025-04-15,control,1,19.0,57.0,96.0,0.19791666666666666,24,117.59433962264151,1.263157894736842,20,1.0526315789473684,430,22.63157894736842,14,0.7368421052631579
2025-04-15,treatment,1,23.0,65.0,96.0,0.23958333333333334,27,148.14150943396226,1.173913043478261,16,0.6956521739130435,362,15.73913043478261,15,0.6521739130434783
2025-04-16,control,1,26.0,59.0,96.0,0.2708333333333333,40,194.38317757009347,1.5384615384615385,19,0.7307692307692307,393,15.115384615384615,14,0.5384615384615384
2025-04-16,treatment,1,19.0,64.0,97.0,0.1958762886597938,24,113.77570093457943,1.263157894736842,19,1.0,375,19.736842105263158,13,0.6842105263157895
2025-04-17,control,1,32.0,61.0,99.0,0.32323232323232326,49,255.41666666666666,1.53125,34,1.0625,691,21.59375,14,0.4375
2025-04-17,treatment,1,24.0,65.0,99.0,0.24242424242424243,36,193.0,1.5,23,0.9583333333333334,482,20.083333333333332,17,0.7083333333333334
2025-04-18,control,1,28.0,60.0,99.0,0.2828282828282828,40,205.62385321100916,1.4285714285714286,25,0.8928571428571429,511,18.25,13,0.4642857142857143
2025-04-18,treatment,1,20.0,64.0,102.0,0.19607843137254902,32,172.4954128440367,1.6,21,1.05,433,21.65,18,0.9
2025-04-19,control,1,20.0,57.0,99.0,0.20202020202020202,32,160.1909090909091,1.6,19,0.95,421,21.05,11,0.55
2025-04-19,treatment,1,27.0,69.0,106.0,0.25471698113207547,36,172.83636363636364,1.3333333333333333,23,0.8518518518518519,486,18.0,17,0.6296296296296297
2025-04-20,control,1,28.0,62.0,101.0,0.27722772277227725,40,187.55855855855856,1.4285714285714286,24,0.8571428571428571,503,17.964285714285715,12,0.42857142857142855
2025-04-20,treatment,1,23.0,68.0,107.0,0.21495327102803738,39,189.4144144144144,1.6956521739130435,26,1.1304347826086956,519,22.565217391304348,18,0.782608695652174
2025-04-21,control,1,29.0,62.0,102.0,0.28431372549019607,45,222.14285714285714,1.5517241379310345,26,0.896551724137931,558,19.24137931034483,15,0.5172413793103449
2025-04-21,treatment,1,28.0,67.0,109.0,0.25688073394495414,34,148.82142857142858,1.2142857142857142,21,0.75,454,16.214285714285715,18,0.6428571428571429
2025-04-22,control,1,33.0,63.0,103.0,0.32038834951456313,40,201.7787610619469,1.2121212121212122,30,0.9090909090909091,646,19.575757575757574,16,0.48484848484848486
2025-04-22,treatment,1,19.0,66.0,108.0,0.17592592592592593,31,139.78761061946904,1.631578947368421,20,1.0526315789473684,423,22.263157894736842,17,0.8947368421052632
2025-04-23,control,1,28.0,65.0,105.0,0.26666666666666666,38,190.35087719298247,1.3571428571428572,28,1.0,596,21.285714285714285,16,0.5714285714285714
2025-04-23,treatment,1,29.0,65.0,108.0,0.26851851851851855,40,210.18421052631578,1.3793103448275863,30,1.0344827586206897,594,20.482758620689655,16,0.5517241379310345
2025-04-24,control,1,24.0,65.0,106.0,0.22641509433962265,39,207.0608695652174,1.625,27,1.125,584,24.333333333333332,15,0.625
2025-04-24,treatment,1,25.0,64.0,109.0,0.22935779816513763,32,156.8608695652174,1.28,24,0.96,501,20.04,19,0.76
2025-04-25,control,1,28.0,64.0,106.0,0.2641509433962264,42,188.04310344827587,1.5,32,1.1428571428571428,685,24.464285714285715,14,0.5
2025-04-25,treatment,2,38.0,73.0,110.0,0.34545454545454546,64,298.0769230769231,1.6842105263157894,51,1.3421052631578947,1082,28.473684210526315,22,0.5789473684210527
2025-04-26,control,1,24.0,67.0,107.0,0.22429906542056074,37,192.26495726495727,1.5416666666666667,25,1.0416666666666667,515,21.458333333333332,14,0.5833333333333334
2025-04-26,treatment,1,36.0,74.0,110.0,0.32727272727272727,54,233.59322033898306,1.5,40,1.1111111111111112,825,22.916666666666668,25,0.6944444444444444
2025-04-27,control,2,26.0,69.0,109.0,0.23853211009174313,34,151.2689075630252,1.3076923076923077,21,0.8076923076923077,446,17.153846153846153,14,0.5384615384615384
2025-04-27,treatment,3,37.0,76.0,112.0,0.33035714285714285,48,211.86776859504133,1.2972972972972974,37,1.0,748,20.216216216216218,24,0.6486486486486487
2025-04-28,control,1,26.0,69.0,109.0,0.23853211009174313,38,178.775,1.4615384615384615,26,1.0,509,19.576923076923077,16,0.6153846153846154
2025-04-28,treatment,1,35.0,82.0,116.0,0.3017241379310345,54,207.35245901639345,1.542857142857143,39,1.1142857142857143,825,23.571428571428573,21,0.6
2025-04-29,control,1,27.0,66.0,110.0,0.24545454545454545,39,157.04132231404958,1.4444444444444444,35,1.2962962962962963,706,26.14814814814815,18,0.6666666666666666
2025-04-29,treatment,1,44.0,87.0,118.0,0.3728813559322034,68,305.6260162601626,1.5454545454545454,47,1.0681818181818181,982,22.318181818181817,21,0.4772727272727273
2025-04-30,control,1,39.0,69.0,111.0,0.35135135135135137,49,251.45081967213116,1.2564102564102564,37,0.9487179487179487,760,19.487179487179485,21,0.5384615384615384
2025-04-30,treatment,1,36.0,85.0,118.0,0.3050847457627119,58,271.5725806451613,1.6111111111111112,43,1.1944444444444444,891,24.75,23,0.6388888888888888
2025-05-01,control,1,39.0,66.0,114.0,0.34210526315789475,58,250.09756097560975,1.4871794871794872,42,1.0769230769230769,910,23.333333333333332,20,0.5128205128205128
2025-05-01,treatment,1,35.0,85.0,119.0,0.29411764705882354,57,271.536,1.6285714285714286,36,1.0285714285714285,768,21.942857142857143,22,0.6285714285714286
2025-05-02,control,1,34.0,68.0,113.0,0.3008849557522124,54,213.86290322580646,1.588235294117647,38,1.1176470588235294,817,24.029411764705884,18,0.5294117647058824
2025-05-02,treatment,1,33.0,81.0,119.0,0.2773109243697479,48,221.73015873015873,1.4545454545454546,32,0.9696969696969697,655,19.848484848484848,20,0.6060606060606061
2025-05-03,control,1,33.0,74.0,116.0,0.28448275862068967,55,222.136,1.6666666666666667,35,1.0606060606060606,754,22.848484848484848,18,0.5454545454545454
2025-05-03,treatment,1,44.0,82.0,120.0,0.36666666666666664,64,278.62992125984255,1.4545454545454546,44,1.0,883,20.068181818181817,25,0.5681818181818182
2025-05-04,control,1,35.0,77.0,118.0,0.2966101694915254,55,238.75396825396825,1.5714285714285714,38,1.0857142857142856,803,22.942857142857143,17,0.4857142857142857
2025-05-04,treatment,1,41.0,84.0,120.0,0.3416666666666667,56,246.6640625,1.3658536585365855,38,0.926829268292683,813,19.829268292682926,26,0.6341463414634146
2025-05-05,control,1,37.0,77.0,118.0,0.3135593220338983,49,228.8503937007874,1.3243243243243243,40,1.0810810810810811,831,22.45945945945946,18,0.4864864864864865
2025-05-05,treatment,2,41.0,87.0,123.0,0.3333333333333333,59,248.3,1.4390243902439024,43,1.048780487804878,923,22.51219512195122,25,0.6097560975609756
2025-05-06,control,1,43.0,84.0,121.0,0.35537190082644626,61,250.515625,1.4186046511627908,35,0.813953488372093,736,17.11627906976744,19,0.4418604651162791
2025-05-06,treatment,1,42.0,79.0,126.0,0.3333333333333333,54,212.53435114503816,1.2857142857142858,31,0.7380952380952381,629,14.976190476190476,26,0.6190476190476191
2025-05-07,control,1,37.0,84.0,120.0,0.30833333333333335,49,212.13953488372093,1.3243243243243243,36,0.972972972972973,730,19.72972972972973,18,0.4864864864864865
2025-05-07,treatment,1,39.0,82.0,127.0,0.30708661417322836,58,249.83333333333334,1.4871794871794872,41,1.0512820512820513,847,21.71794871794872,24,0.6153846153846154
2025-05-08,control,1,41.0,88.0,121.0,0.33884297520661155,60,253.75384615384615,1.4634146341463414,41,1.0,838,20.4390243902439,19,0.4634146341463415
2025-05-08,treatment,1,46.0,83.0,127.0,0.36220472440944884,72,324.05263157894734,1.565217391304348,45,0.9782608695652174,931,20.23913043478261,26,0.5652173913043478
2025-05-09,control,1,44.0,88.0,123.0,0.35772357723577236,59,221.26717557251908,1.3409090909090908,39,0.8863636363636364,832,18.90909090909091,20,0.45454545454545453
2025-05-09,treatment,1,49.0,86.0,129.0,0.3798449612403101,66,249.544776119403,1.346938775510204,50,1.0204081632653061,1057,21.571428571428573,27,0.5510204081632653
2025-05-10,control,1,41.0,88.0,124.0,0.33064516129032256,72,286.3560606060606,1.7560975609756098,44,1.0731707317073171,883,21.536585365853657,18,0.43902439024390244
2025-05-10,treatment,1,49.0,90.0,130.0,0.3769230769230769,66,289.54814814814813,1.346938775510204,40,0.8163265306122449,823,16.79591836734694,28,0.5714285714285714
2025-05-11,control,2,37.0,89.0,125.0,0.296,57,214.26119402985074,1.5405405405405406,36,0.972972972972973,734,19.83783783783784,20,0.5405405405405406
2025-05-11,treatment,2,53.0,94.0,133.0,0.39849624060150374,76,294.18978102189783,1.4339622641509433,55,1.0377358490566038,1131,21.339622641509433,26,0.49056603773584906
2025-05-12,control,1,38.0,89.0,126.0,0.30158730158730157,58,247.34074074074073,1.5263157894736843,40,1.0526315789473684,856,22.526315789473685,20,0.5263157894736842
2025-05-12,treatment,1,45.0,96.0,135.0,0.3333333333333333,69,277.8188405797101,1.5333333333333334,50,1.1111111111111112,1097,24.377777777777776,26,0.5777777777777777
2025-05-13,control,1,31.0,90.0,127.0,0.2440944881889764,47,183.625,1.5161290322580645,32,1.032258064516129,675,21.774193548387096,22,0.7096774193548387
2025-05-13,treatment,1,43.0,99.0,135.0,0.31851851851851853,60,245.30935251798562,1.3953488372093024,43,1.0,860,20.0,26,0.6046511627906976
2025-05-14,control,1,40.0,90.0,130.0,0.3076923076923077,63,229.78832116788323,1.575,43,1.075,875,21.875,23,0.575
2025-05-14,treatment,1,43.0,99.0,136.0,0.3161764705882353,63,233.0857142857143,1.4651162790697674,43,1.0,902,20.976744186046513,28,0.6511627906976745
2025-05-15,control,1,35.0,89.0,131.0,0.26717557251908397,46,183.56521739130434,1.3142857142857143,37,1.0571428571428572,765,21.857142857142858,19,0.5428571428571428
2025-05-15,treatment,1,44.0,95.0,137.0,0.32116788321167883,71,254.0709219858156,1.6136363636363635,44,1.0,931,21.15909090909091,27,0.6136363636363636
2025-05-16,control,1,41.0,88.0,131.0,0.31297709923664124,59,233.3525179856115,1.4390243902439024,30,0.7317073170731707,636,15.512195121951219,19,0.4634146341463415
2025-05-16,treatment,1,43.0,93.0,138.0,0.3115942028985507,60,222.48591549295776,1.3953488372093024,43,1.0,885,20.58139534883721,30,0.6976744186046512
2025-05-17,control,1,48.0,87.0,132.0,0.36363636363636365,71,258.00714285714287,1.4791666666666667,45,0.9375,942,19.625,19,0.3958333333333333
2025-05-17,treatment,1,46.0,96.0,137.0,0.3357664233576642,68,246.72727272727272,1.4782608695652173,42,0.9130434782608695,907,19.717391304347824,28,0.6086956521739131
2025-05-18,control,1,40.0,90.0,135.0,0.2962962962962963,60,232.39007092198582,1.5,46,1.15,988,24.7,23,0.575
2025-05-18,treatment,1,50.0,91.0,137.0,0.36496350364963503,70,287.2708333333333,1.4,46,0.92,966,19.32,27,0.54
2025-05-19,control,1,37.0,92.0,135.0,0.2740740740740741,53,194.07746478873239,1.4324324324324325,30,0.8108108108108109,632,17.08108108108108,20,0.5405405405405406
2025-05-19,treatment,1,47.0,91.0,136.0,0.34558823529411764,72,274.0896551724138,1.5319148936170213,49,1.0425531914893618,1047,22.27659574468085,32,0.6808510638297872
2025-05-20,control,2,40.0,89.0,136.0,0.29411764705882354,60,236.63194444444446,1.5,44,1.1,922,23.05,21,0.525
2025-05-20,treatment,3,52.0,99.0,140.0,0.37142857142857144,73,281.3783783783784,1.4038461538461537,48,0.9230769230769231,994,19.115384615384617,31,0.5961538461538461
2025-05-21,control,1,46.0,88.0,138.0,0.3333333333333333,57,202.3655172413793,1.2391304347826086,39,0.8478260869565217,845,18.369565217391305,22,0.4782608695652174
2025-05-21,treatment,1,52.0,96.0,140.0,0.37142857142857144,74,257.5838926174497,1.4230769230769231,49,0.9423076923076923,1030,19.807692307692307,30,0.5769230769230769
2025-05-22,control,1,43.0,89.0,138.0,0.3115942028985507,55,181.6986301369863,1.2790697674418605,35,0.813953488372093,741,17.232558139534884,24,0.5581395348837209
2025-05-22,treatment,1,66.0,99.0,141.0,0.46808510638297873,102,373.32666666666665,1.5454545454545454,71,1.0757575757575757,1456,22.060606060606062,32,0.48484848484848486
2025-05-23,control,2,49.0,93.0,137.0,0.35766423357664234,73,265.3310810810811,1.489795918367347,51,1.0408163265306123,1097,22.387755102040817,27,0.5510204081632653
2025-05-23,treatment,2,58.0,99.0,140.0,0.4142857142857143,94,329.7368421052632,1.6206896551724137,55,0.9482758620689655,1130,19.482758620689655,33,0.5689655172413793
2025-05-24,control,1,49.0,93.0,138.0,0.35507246376811596,76,268.7986577181208,1.5510204081632653,46,0.9387755102040817,1013,20.6734693877551,29,0.5918367346938775
2025-05-24,treatment,2,68.0,103.0,143.0,0.4755244755244755,102,349.7922077922078,1.5,71,1.0441176470588236,1503,22.102941176470587,32,0.47058823529411764
2025-05-25,control,1,49.0,94.0,139.0,0.35251798561151076,76,288.6533333333333,1.5510204081632653,51,1.0408163265306123,1089,22.224489795918366,30,0.6122448979591837
2025-05-25,treatment,1,66.0,110.0,149.0,0.4429530201342282,97,335.5870967741935,1.4696969696969697,66,1.0,1409,21.348484848484848,31,0.4696969696969697
2025-05-26,control,1,48.0,94.0,139.0,0.34532374100719426,67,245.86754966887418,1.3958333333333333,45,0.9375,961,20.020833333333332,27,0.5625
2025-05-26,treatment,1,67.0,111.0,148.0,0.4527027027027027,96,325.8269230769231,1.4328358208955223,67,1.0,1391,20.761194029850746,31,0.4626865671641791
2025-05-27,control,1,57.0,99.0,140.0,0.40714285714285714,74,253.8815789473684,1.2982456140350878,49,0.8596491228070176,1057,18.54385964912281,26,0.45614035087719296
2025-05-27,treatment,1,66.0,116.0,152.0,0.4342105263157895,93,324.10828025477707,1.4090909090909092,61,0.9242424242424242,1213,18.37878787878788,34,0.5151515151515151
2025-05-28,control,1,58.0,104.0,142.0,0.4084507042253521,89,324.4640522875817,1.5344827586206897,51,0.8793103448275862,1086,18.724137931034484,30,0.5172413793103449
2025-05-28,treatment,1,58.0,116.0,153.0,0.3790849673202614,86,291.753164556962,1.4827586206896552,57,0.9827586206896551,1164,20.06896551724138,36,0.6206896551724138
2025-05-29,control,1,71.0,113.0,143.0,0.4965034965034965,100,355.2402597402597,1.408450704225352,72,1.0140845070422535,1447,20.380281690140844,31,0.43661971830985913
2025-05-29,treatment,2,68.0,119.0,155.0,0.43870967741935485,106,347.69375,1.5588235294117647,74,1.088235294117647,1520,22.352941176470587,32,0.47058823529411764
2025-05-30,control,1,64.0,114.0,144.0,0.4444444444444444,86,309.2,1.34375,57,0.890625,1178,18.40625,29,0.453125
2025-05-30,treatment,1,62.0,123.0,158.0,0.3924050632911392,83,281.6024844720497,1.3387096774193548,57,0.9193548387096774,1181,19.048387096774192,31,0.5
2025-05-31,control,1,70.0,118.0,144.0,0.4861111111111111,105,334.09615384615387,1.5,66,0.9428571428571428,1336,19.085714285714285,29,0.4142857142857143
2025-05-31,treatment,2,67.0,122.0,157.0,0.4267515923566879,93,289.76073619631904,1.3880597014925373,56,0.835820895522388,1153,17.208955223880597,32,0.47761194029850745
2025-06-01,control,2,66.0,119.0,147.0,0.4489795918367347,97,337.82911392405066,1.4696969696969697,58,0.8787878787878788,1214,18.393939393939394,31,0.4696969696969697
2025-06-01,treatment,2,74.0,121.0,158.0,0.46835443037974683,103,307.9878787878788,1.3918918918918919,68,0.918918918918919,1477,19.95945945945946,39,0.527027027027027
2025-06-02,control,1,63.0,118.0,149.0,0.4228187919463087,89,301.1635220125786,1.4126984126984128,65,1.0317460317460319,1385,21.984126984126984,30,0.47619047619047616
2025-06-02,treatment,1,78.0,127.0,159.0,0.49056603773584906,116,379.921686746988,1.4871794871794872,82,1.0512820512820513,1729,22.166666666666668,44,0.5641025641025641
2025-06-03,control,1,71.0,118.0,152.0,0.46710526315789475,90,311.68125,1.267605633802817,60,0.8450704225352113,1266,17.830985915492956,28,0.39436619718309857
2025-06-03,treatment,2,81.0,130.0,163.0,0.49693251533742333,117,384.29761904761904,1.4444444444444444,76,0.9382716049382716,1561,19.271604938271604,43,0.5308641975308642
2025-06-04,control,1,75.0,120.0,155.0,0.4838709677419355,111,385.3354037267081,1.48,73,0.9733333333333334,1554,20.72,31,0.41333333333333333
2025-06-04,treatment,1,91.0,131.0,164.0,0.5548780487804879,136,432.0473372781065,1.4945054945054945,83,0.9120879120879121,1703,18.714285714285715,44,0.4835164835164835
2025-06-05,control,1,76.0,121.0,154.0,0.4935064935064935,110,389.27777777777777,1.4473684210526316,63,0.8289473684210527,1288,16.94736842105263,34,0.4473684210526316
2025-06-05,treatment,1,92.0,136.0,165.0,0.5575757575757576,134,425.74117647058824,1.4565217391304348,94,1.0217391304347827,1957,21.27173913043478,46,0.5
2025-06-06,control,1,82.0,126.0,152.0,0.5394736842105263,123,383.4233128834356,1.5,75,0.9146341463414634,1562,19.048780487804876,36,0.43902439024390244
2025-06-06,treatment,1,92.0,136.0,165.0,0.5575757575757576,132,409.7485380116959,1.434782608695652,96,1.0434782608695652,2028,22.043478260869566,44,0.4782608695652174
2025-06-07,control,1,77.0,122.0,154.0,0.5,103,359.5060975609756,1.3376623376623376,75,0.974025974025974,1577,20.48051948051948,35,0.45454545454545453
2025-06-07,treatment,1,99.0,137.0,166.0,0.5963855421686747,131,396.73837209302326,1.3232323232323233,83,0.8383838383838383,1762,17.7979797979798,46,0.46464646464646464
2025-06-08,control,2,80.0,125.0,154.0,0.5194805194805194,115,363.49397590361446,1.4375,79,0.9875,1681,21.0125,34,0.425
2025-06-08,treatment,2,95.0,139.0,167.0,0.5688622754491018,144,447.37931034482756,1.5157894736842106,97,1.0210526315789474,2059,21.673684210526314,47,0.49473684210526314
2025-06-09,control,1,78.0,125.0,156.0,0.5,107,334.1317365269461,1.3717948717948718,78,1.0,1635,20.96153846153846,33,0.4230769230769231
2025-06-09,treatment,2,82.0,140.0,167.0,0.49101796407185627,118,371.96590909090907,1.4390243902439024,78,0.9512195121951219,1652,20.146341463414632,43,0.524390243902439
2025-06-10,control,1,71.0,127.0,157.0,0.45222929936305734,112,392.48214285714283,1.5774647887323943,74,1.0422535211267605,1553,21.87323943661972,33,0.4647887323943662
2025-06-10,treatment,1,89.0,145.0,170.0,0.5235294117647059,122,379.68926553672316,1.3707865168539326,81,0.9101123595505618,1617,18.168539325842698,46,0.5168539325842697
2025-06-11,control,1,67.0,129.0,158.0,0.4240506329113924,94,323.79881656804736,1.4029850746268657,62,0.9253731343283582,1320,19.70149253731343,40,0.5970149253731343
2025-06-11,treatment,1,91.0,147.0,170.0,0.5352941176470588,126,377.2865168539326,1.3846153846153846,70,0.7692307692307693,1514,16.63736263736264,47,0.5164835164835165
2025-06-12,control,2,89.0,133.0,161.0,0.5527950310559007,125,396.41520467836256,1.404494382022472,97,1.0898876404494382,1965,22.078651685393258,41,0.4606741573033708
2025-06-12,treatment,3,94.0,148.0,169.0,0.5562130177514792,133,418.97237569060775,1.4148936170212767,89,0.9468085106382979,1855,19.73404255319149,47,0.5
2025-06-13,control,1,79.0,134.0,163.0,0.48466257668711654,108,335.1860465116279,1.3670886075949367,70,0.8860759493670886,1507,19.075949367088608,42,0.5316455696202531
2025-06-13,treatment,1,98.0,154.0,171.0,0.5730994152046783,136,378.3791208791209,1.3877551020408163,87,0.8877551020408163,1794,18.306122448979593,49,0.5
2025-06-14,control,3,72.0,135.0,165.0,0.43636363636363634,104,338.0571428571429,1.4444444444444444,68,0.9444444444444444,1419,19.708333333333332,43,0.5972222222222222
2025-06-14,treatment,3,98.0,154.0,174.0,0.5632183908045977,146,429.7891891891892,1.489795918367347,106,1.0816326530612246,2156,22.0,47,0.47959183673469385
2025-06-15,control,2,83.0,141.0,168.0,0.49404761904761907,121,358.6779661016949,1.4578313253012047,79,0.9518072289156626,1658,19.97590361445783,45,0.5421686746987951
2025-06-15,treatment,3,91.0,155.0,178.0,0.5112359550561798,122,369.18617021276594,1.3406593406593406,73,0.8021978021978022,1542,16.945054945054945,50,0.5494505494505495
2025-06-16,control,1,83.0,141.0,171.0,0.4853801169590643,124,362.0168539325843,1.4939759036144578,85,1.0240963855421688,1713,20.63855421686747,46,0.5542168674698795
2025-06-16,treatment,1,100.0,155.0,180.0,0.5555555555555556,148,413.0952380952381,1.48,97,0.97,2060,20.6,48,0.48
2025-06-17,control,1,86.0,143.0,171.0,0.5029239766081871,123,369.6033519553073,1.430232558139535,81,0.9418604651162791,1702,19.790697674418606,48,0.5581395348837209
2025-06-17,treatment,1,99.0,157.0,182.0,0.5439560439560439,153,428.9,1.5454545454545454,105,1.0606060606060606,2173,21.949494949494948,50,0.5050505050505051
2025-06-18,control,2,93.0,147.0,172.0,0.5406976744186046,133,406.97237569060775,1.4301075268817205,81,0.8709677419354839,1697,18.247311827956988,44,0.4731182795698925
2025-06-18,treatment,2,97.0,164.0,186.0,0.521505376344086,140,423.7708333333333,1.443298969072165,97,1.0,1959,20.195876288659793,52,0.5360824742268041
2025-06-19,control,1,95.0,148.0,175.0,0.5428571428571428,138,408.5934065934066,1.4526315789473685,92,0.968421052631579,1873,19.71578947368421,46,0.4842105263157895
2025-06-19,treatment,1,102.0,165.0,188.0,0.5425531914893617,141,391.7150259067358,1.3823529411764706,92,0.9019607843137255,1893,18.558823529411764,47,0.46078431372549017
2025-06-20,control,5,89.0,150.0,176.0,0.5056818181818182,127,382.60427807486633,1.4269662921348314,86,0.9662921348314607,1875,21.06741573033708,48,0.5393258426966292
2025-06-20,treatment,5,101.0,166.0,190.0,0.531578947368421,164,425.62626262626264,1.6237623762376239,104,1.0297029702970297,2228,22.059405940594058,48,0.4752475247524752
2025-06-21,control,1,95.0,152.0,180.0,0.5277777777777778,138,364.1755319148936,1.4526315789473685,91,0.9578947368421052,1863,19.610526315789475,46,0.4842105263157895
2025-06-21,treatment,1,98.0,172.0,192.0,0.5104166666666666,139,369.5075376884422,1.4183673469387754,94,0.9591836734693877,1980,20.20408163265306,52,0.5306122448979592
2025-06-22,control,1,94.0,154.0,180.0,0.5222222222222223,138,394.968253968254,1.4680851063829787,95,1.0106382978723405,2025,21.54255319148936,48,0.5106382978723404
2025-06-22,treatment,2,105.0,176.0,195.0,0.5384615384615384,156,408.02487562189054,1.4857142857142858,104,0.9904761904761905,2187,20.82857142857143,52,0.49523809523809526
2025-06-23,control,1,85.0,154.0,181.0,0.4696132596685083,124,357.3,1.4588235294117646,82,0.9647058823529412,1765,20.764705882352942,46,0.5411764705882353
2025-06-23,treatment,1,101.0,177.0,195.0,0.517948717948718,151,413.4950495049505,1.495049504950495,119,1.1782178217821782,2557,25.316831683168317,49,0.48514851485148514
2025-06-24,control,2,85.0,157.0,185.0,0.4594594594594595,138,358.5104166666667,1.6235294117647059,95,1.1176470588235294,2010,23.647058823529413,46,0.5411764705882353
2025-06-24,treatment,3,106.0,175.0,197.0,0.5380710659898477,167,433.2731707317073,1.5754716981132075,104,0.9811320754716981,2198,20.735849056603772,54,0.5094339622641509
2025-06-25,control,1,78.0,159.0,186.0,0.41935483870967744,111,314.2746113989637,1.4230769230769231,71,0.9102564102564102,1466,18.794871794871796,46,0.5897435897435898
2025-06-25,treatment,1,106.0,179.0,201.0,0.527363184079602,165,443.79611650485435,1.5566037735849056,106,1.0,2188,20.641509433962263,58,0.5471698113207547
2025-06-26,control,1,104.0,159.0,185.0,0.5621621621621622,151,432.9072164948454,1.4519230769230769,105,1.0096153846153846,2118,20.365384615384617,47,0.4519230769230769
2025-06-26,treatment,1,104.0,176.0,202.0,0.5148514851485149,146,394.65700483091786,1.4038461538461537,97,0.9326923076923077,2066,19.865384615384617,56,0.5384615384615384
2025-06-27,control,1,97.0,156.0,185.0,0.5243243243243243,135,344.87692307692305,1.3917525773195876,91,0.9381443298969072,1952,20.123711340206185,48,0.4948453608247423
2025-06-27,treatment,2,95.0,172.0,202.0,0.47029702970297027,143,381.6507177033493,1.5052631578947369,92,0.968421052631579,1887,19.86315789473684,56,0.5894736842105263
2025-06-28,control,2,95.0,159.0,186.0,0.510752688172043,136,356.55837563451774,1.431578947368421,83,0.8736842105263158,1788,18.821052631578947,49,0.5157894736842106
2025-06-28,treatment,2,110.0,175.0,205.0,0.5365853658536586,168,432.6445497630332,1.5272727272727273,108,0.9818181818181818,2213,20.118181818181817,60,0.5454545454545454
2025-06-29,control,1,91.0,160.0,188.0,0.48404255319148937,141,412.82323232323233,1.5494505494505495,95,1.043956043956044,2029,22.296703296703296,52,0.5714285714285714
2025-06-29,treatment,1,111.0,174.0,207.0,0.5362318840579711,155,397.85849056603774,1.3963963963963963,94,0.8468468468468469,1951,17.576576576576578,56,0.5045045045045045
2025-06-30,control,1,90.0,159.0,187.0,0.48128342245989303,138,348.79396984924625,1.5333333333333334,87,0.9666666666666667,1837,20.41111111111111,51,0.5666666666666667
2025-06-30,treatment,1,123.0,178.0,208.0,0.5913461538461539,186,495.2769953051643,1.5121951219512195,126,1.024390243902439,2682,21.804878048780488,54,0.43902439024390244
