date,state,variant,users
2025-03-13,Current,treatment,9
2025-03-13,Dormant,control,9
2025-03-13,Dormant,treatment,9
2025-03-13,New,control,1
2025-03-13,New,treatment,1
2025-03-13,Reactivated,control,5
2025-03-13,Reactivated,treatment,1
2025-03-13,Resurrected,control,3
2025-03-13,Resurrected,treatment,2
2025-03-14,AtRiskMAU,control,33
2025-03-14,AtRiskMAU,treatment,25
2025-03-14,AtRiskWAU,control,19
2025-03-14,AtRiskWAU,treatment,24
2025-03-14,Current,control,9
2025-03-14,Current,treatment,11
2025-03-14,Dormant,control,9
2025-03-14,Dormant,treatment,9
2025-03-14,New,control,1
2025-03-14,New,treatment,1
2025-03-14,Reactivated,control,1
2025-03-14,Reactivated,treatment,3
2025-03-14,Resurrected,control,1
2025-03-15,AtRiskMAU,control,31
2025-03-15,AtRiskMAU,treatment,29
2025-03-15,AtRiskWAU,control,24
2025-03-15,AtRiskWAU,treatment,23
2025-03-15,Current,control,6
2025-03-15,Current,treatment,10
2025-03-15,Dormant,control,10
2025-03-15,Dormant,treatment,9
2025-03-15,New,control,1
2025-03-15,New,treatment,1
2025-03-15,Reactivated,control,2
2025-03-15,Reactivated,treatment,1
2025-03-15,Resurrected,treatment,1
2025-03-16,AtRiskMAU,control,30
2025-03-16,AtRiskMAU,treatment,32
2025-03-16,AtRiskWAU,control,26
2025-03-16,AtRiskWAU,treatment,25
2025-03-16,Current,control,5
2025-03-16,Current,treatment,6
2025-03-16,Dormant,control,8
2025-03-16,Dormant,treatment,7
2025-03-16,New,control,1
2025-03-16,New,treatment,1
2025-03-16,Reactivated,control,2
2025-03-16,Reactivated,treatment,2
2025-03-16,Resurrected,control,3
2025-03-16,Resurrected,treatment,2
2025-03-17,AtRiskMAU,control,27
2025-03-17,AtRiskMAU,treatment,30
2025-03-17,AtRiskWAU,control,28
2025-03-17,AtRiskWAU,treatment,21
2025-03-17,Current,control,8
2025-03-17,Current,treatment,12
2025-03-17,Dormant,control,8
2025-03-17,Dormant,treatment,9
2025-03-17,New,control,1
2025-03-17,New,treatment,1
2025-03-17,Reactivated,control,3
2025-03-17,Reactivated,treatment,3
2025-03-17,Resurrected,control,1
2025-03-18,AtRiskMAU,control,27
2025-03-18,AtRiskMAU,treatment,29
2025-03-18,AtRiskWAU,control,28
2025-03-18,AtRiskWAU,treatment,19
2025-03-18,Current,control,10
2025-03-18,Current,treatment,14
2025-03-18,Dormant,control,9
2025-03-18,Dormant,treatment,10
2025-03-18,New,control,1
2025-03-18,New,treatment,1
2025-03-18,Reactivated,control,1
2025-03-18,Reactivated,treatment,4
2025-03-18,Resurrected,control,1
2025-03-19,AtRiskMAU,control,29
2025-03-19,AtRiskMAU,treatment,31
2025-03-19,AtRiskWAU,control,26
2025-03-19,AtRiskWAU,treatment,16
2025-03-19,Current,control,11
2025-03-19,Current,treatment,18
2025-03-19,Dormant,control,10
2025-03-19,Dormant,treatment,10
2025-03-19,New,control,1
2025-03-19,New,treatment,1
2025-03-19,Reactivated,control,1
2025-03-19,Reactivated,treatment,1
2025-03-19,Resurrected,treatment,1
2025-03-20,AtRiskMAU,control,33
2025-03-20,AtRiskMAU,treatment,32
2025-03-20,AtRiskWAU,control,23
2025-03-20,AtRiskWAU,treatment,22
2025-03-20,Current,control,9
2025-03-20,Current,treatment,13
2025-03-20,Dormant,control,11
2025-03-20,Dormant,treatment,9
2025-03-20,New,control,1
2025-03-20,New,treatment,1
2025-03-20,Reactivated,control,2
2025-03-20,Reactivated,treatment,1
2025-03-20,Resurrected,treatment,1
2025-03-21,AtRiskMAU,control,33
2025-03-21,AtRiskMAU,treatment,33
2025-03-21,AtRiskWAU,control,23
2025-03-21,AtRiskWAU,treatment,23
2025-03-21,Current,control,8
2025-03-21,Current,treatment,13
2025-03-21,Dormant,control,12
2025-03-21,Dormant,treatment,9
2025-03-21,New,control,1
2025-03-21,New,treatment,1
2025-03-21,Reactivated,control,2
2025-03-21,Reactivated,treatment,1
2025-03-21,Resurrected,control,1
2025-03-22,AtRiskMAU,control,34
2025-03-22,AtRiskMAU,treatment,31
2025-03-22,AtRiskWAU,control,25
2025-03-22,AtRiskWAU,treatment,27
2025-03-22,Current,control,7
2025-03-22,Current,treatment,9
2025-03-22,Dormant,control,11
2025-03-22,Dormant,treatment,8
2025-03-22,New,control,1
2025-03-22,New,treatment,1
2025-03-22,Reactivated,control,1
2025-03-22,Reactivated,treatment,4
2025-03-22,Resurrected,control,2
2025-03-22,Resurrected,treatment,1
2025-03-23,AtRiskMAU,control,34
2025-03-23,AtRiskMAU,treatment,29
2025-03-23,AtRiskWAU,control,21
2025-03-23,AtRiskWAU,treatment,29
2025-03-23,Current,control,11
2025-03-23,Current,treatment,13
2025-03-23,Dormant,control,10
2025-03-23,Dormant,treatment,7
2025-03-23,New,control,1
2025-03-23,New,treatment,1
2025-03-23,Reactivated,control,3
2025-03-23,Reactivated,treatment,1
2025-03-23,Resurrected,control,2
2025-03-23,Resurrected,treatment,2
2025-03-24,AtRiskMAU,control,33
2025-03-24,AtRiskMAU,treatment,29
2025-03-24,AtRiskWAU,control,21
2025-03-24,AtRiskWAU,treatment,30
2025-03-24,Current,control,11
2025-03-24,Current,treatment,15
2025-03-24,Dormant,control,13
2025-03-24,Dormant,treatment,7
2025-03-24,New,control,1
2025-03-24,New,treatment,1
2025-03-24,Reactivated,control,4
2025-03-24,Reactivated,treatment,1
2025-03-25,AtRiskMAU,control,34
2025-03-25,AtRiskMAU,treatment,30
2025-03-25,AtRiskWAU,control,23
2025-03-25,AtRiskWAU,treatment,30
2025-03-25,Current,control,10
2025-03-25,Current,treatment,14
2025-03-25,Dormant,control,14
2025-03-25,Dormant,treatment,7
2025-03-25,New,control,1
2025-03-25,New,treatment,1
2025-03-25,Reactivated,control,2
2025-03-25,Reactivated,treatment,2
2025-03-26,AtRiskMAU,control,31
2025-03-26,AtRiskMAU,treatment,33
2025-03-26,AtRiskWAU,control,26
2025-03-26,AtRiskWAU,treatment,28
2025-03-26,Current,control,7
2025-03-26,Current,treatment,13
2025-03-26,Dormant,control,11
2025-03-26,Dormant,treatment,8
2025-03-26,New,control,1
2025-03-26,New,treatment,1
2025-03-26,Reactivated,control,6
2025-03-26,Reactivated,treatment,1
2025-03-26,Resurrected,control,3
2025-03-26,Resurrected,treatment,1
2025-03-27,AtRiskMAU,control,32
2025-03-27,AtRiskMAU,treatment,30
2025-03-27,AtRiskWAU,control,31
2025-03-27,AtRiskWAU,treatment,25
2025-03-27,Current,control,9
2025-03-27,Current,treatment,16
2025-03-27,Dormant,control,12
2025-03-27,Dormant,treatment,9
2025-03-27,New,control,1
2025-03-27,New,treatment,1
2025-03-27,Reactivated,control,1
2025-03-27,Reactivated,treatment,3
2025-03-27,Resurrected,treatment,2
2025-03-28,AtRiskMAU,control,34
2025-03-28,AtRiskMAU,treatment,33
2025-03-28,AtRiskWAU,control,29
2025-03-28,AtRiskWAU,treatment,29
2025-03-28,Current,control,10
2025-03-28,Current,treatment,14
2025-03-28,Dormant,control,12
2025-03-28,Dormant,treatment,9
2025-03-28,New,control,1
2025-03-28,New,treatment,1
2025-03-28,Reactivated,control,1
2025-03-28,Resurrected,treatment,1
2025-03-29,AtRiskMAU,control,31
2025-03-29,AtRiskMAU,treatment,32
2025-03-29,AtRiskWAU,control,33
2025-03-29,AtRiskWAU,treatment,28
2025-03-29,Current,control,6
2025-03-29,Current,treatment,13
2025-03-29,Dormant,control,12
2025-03-29,Dormant,treatment,10
2025-03-29,New,control,1
2025-03-29,New,treatment,1
2025-03-29,Reactivated,control,5
2025-03-29,Reactivated,treatment,4
2025-03-30,AtRiskMAU,control,31
2025-03-30,AtRiskMAU,treatment,34
2025-03-30,AtRiskWAU,control,36
2025-03-30,AtRiskWAU,treatment,31
2025-03-30,Current,control,5
2025-03-30,Current,treatment,10
2025-03-30,Dormant,control,15
2025-03-30,Dormant,treatment,10
2025-03-30,New,control,1
2025-03-30,New,treatment,1
2025-03-30,Reactivated,control,1
2025-03-30,Reactivated,treatment,2
2025-03-30,Resurrected,treatment,1
2025-03-31,AtRiskMAU,control,36
2025-03-31,AtRiskMAU,treatment,30
2025-03-31,AtRiskWAU,control,27
2025-03-31,AtRiskWAU,treatment,33
2025-03-31,Current,control,11
2025-03-31,Current,treatment,10
2025-03-31,Dormant,control,12
2025-03-31,Dormant,treatment,11
2025-03-31,New,control,1
2025-03-31,New,treatment,1
2025-03-31,Reactivated,treatment,5
2025-03-31,Resurrected,control,3
2025-04-01,AtRiskMAU,control,34
2025-04-01,AtRiskMAU,treatment,31
2025-04-01,AtRiskWAU,control,29
2025-04-01,AtRiskWAU,treatment,33
2025-04-01,Current,control,7
2025-04-01,Current,treatment,12
2025-04-01,Dormant,control,13
2025-04-01,Dormant,treatment,11
2025-04-01,New,control,1
2025-04-01,New,treatment,1
2025-04-01,Reactivated,control,5
2025-04-01,Reactivated,treatment,1
2025-04-01,Resurrected,control,2
2025-04-01,Resurrected,treatment,2
2025-04-02,AtRiskMAU,control,37
2025-04-02,AtRiskMAU,treatment,32
2025-04-02,AtRiskWAU,control,27
2025-04-02,AtRiskWAU,treatment,32
2025-04-02,Current,control,11
2025-04-02,Current,treatment,15
2025-04-02,Dormant,control,13
2025-04-02,Dormant,treatment,10
2025-04-02,New,control,1
2025-04-02,New,treatment,1
2025-04-02,Reactivated,control,3
2025-04-02,Reactivated,treatment,1
2025-04-02,Resurrected,treatment,1
2025-04-03,AtRiskMAU,control,35
2025-04-03,AtRiskMAU,treatment,38
2025-04-03,AtRiskWAU,control,28
2025-04-03,AtRiskWAU,treatment,28
2025-04-03,Current,control,12
2025-04-03,Current,treatment,16
2025-04-03,Dormant,control,13
2025-04-03,Dormant,treatment,8
2025-04-03,New,control,1
2025-04-03,New,treatment,1
2025-04-03,Reactivated,control,4
2025-04-03,Resurrected,treatment,2
2025-04-04,AtRiskMAU,control,32
2025-04-04,AtRiskMAU,treatment,37
2025-04-04,AtRiskWAU,control,30
2025-04-04,AtRiskWAU,treatment,31
2025-04-04,Current,control,13
2025-04-04,Current,treatment,13
2025-04-04,Dormant,control,13
2025-04-04,Dormant,treatment,9
2025-04-04,New,control,1
2025-04-04,New,treatment,1
2025-04-04,Reactivated,control,4
2025-04-04,Reactivated,treatment,3
2025-04-04,Resurrected,control,1
2025-04-05,AtRiskMAU,control,31
2025-04-05,AtRiskMAU,treatment,37
2025-04-05,AtRiskWAU,control,34
2025-04-05,AtRiskWAU,treatment,36
2025-04-05,Current,control,11
2025-04-05,Current,treatment,8
2025-04-05,Dormant,control,15
2025-04-05,Dormant,treatment,10
2025-04-05,New,control,1
2025-04-05,New,treatment,1
2025-04-05,Reactivated,control,3
2025-04-05,Reactivated,treatment,2
2025-04-05,Resurrected,treatment,1
2025-04-06,AtRiskMAU,control,31
2025-04-06,AtRiskMAU,treatment,38
2025-04-06,AtRiskWAU,control,36
2025-04-06,AtRiskWAU,treatment,35
2025-04-06,Current,control,12
2025-04-06,Current,treatment,9
2025-04-06,Dormant,control,13
2025-04-06,Dormant,treatment,10
2025-04-06,New,control,1
2025-04-06,New,treatment,1
2025-04-06,Reactivated,control,1
2025-04-06,Reactivated,treatment,2
2025-04-06,Resurrected,control,2
2025-04-06,Resurrected,treatment,1
2025-04-07,AtRiskMAU,control,34
2025-04-07,AtRiskMAU,treatment,37
2025-04-07,AtRiskWAU,control,34
2025-04-07,AtRiskWAU,treatment,31
2025-04-07,Current,control,12
2025-04-07,Current,treatment,14
2025-04-07,Dormant,control,12
2025-04-07,Dormant,treatment,11
2025-04-07,New,control,1
2025-04-07,New,treatment,1
2025-04-07,Reactivated,control,2
2025-04-07,Reactivated,treatment,2
2025-04-07,Resurrected,control,2
2025-04-07,Resurrected,treatment,1
2025-04-08,AtRiskMAU,control,35
2025-04-08,AtRiskMAU,treatment,37
2025-04-08,AtRiskWAU,control,32
2025-04-08,AtRiskWAU,treatment,32
2025-04-08,Current,control,14
2025-04-08,Current,treatment,14
2025-04-08,Dormant,control,11
2025-04-08,Dormant,treatment,12
2025-04-08,New,control,1
2025-04-08,New,treatment,1
2025-04-08,Reactivated,control,3
2025-04-08,Reactivated,treatment,2
2025-04-08,Resurrected,control,2
2025-04-09,AtRiskMAU,control,36
2025-04-09,AtRiskMAU,treatment,39
2025-04-09,AtRiskWAU,control,34
2025-04-09,AtRiskWAU,treatment,31
2025-04-09,Current,control,14
2025-04-09,Current,treatment,13
2025-04-09,Dormant,control,10
2025-04-09,Dormant,treatment,11
2025-04-09,New,control,1
2025-04-09,New,treatment,1
2025-04-09,Reactivated,control,3
2025-04-09,Reactivated,treatment,3
2025-04-09,Resurrected,control,1
2025-04-09,Resurrected,treatment,1
2025-04-10,AtRiskMAU,control,40
2025-04-10,AtRiskMAU,treatment,41
2025-04-10,AtRiskWAU,control,28
2025-04-10,AtRiskWAU,treatment,25
2025-04-10,Current,control,19
2025-04-10,Current,treatment,17
2025-04-10,Dormant,control,10
2025-04-10,Dormant,treatment,11
2025-04-10,New,control,2
2025-04-10,New,treatment,2
2025-04-10,Reactivated,control,2
2025-04-10,Reactivated,treatment,4
2025-04-10,Resurrected,treatment,1
2025-04-11,AtRiskMAU,control,41
2025-04-11,AtRiskMAU,treatment,39
2025-04-11,AtRiskWAU,control,24
2025-04-11,AtRiskWAU,treatment,25
2025-04-11,Current,control,20
2025-04-11,Current,treatment,20
2025-04-11,Dormant,control,11
2025-04-11,Dormant,treatment,13
2025-04-11,New,control,1
2025-04-11,New,treatment,1
2025-04-11,Reactivated,control,3
2025-04-11,Reactivated,treatment,3
2025-04-11,Resurrected,control,2
2025-04-11,Resurrected,treatment,1
2025-04-12,AtRiskMAU,control,38
2025-04-12,AtRiskMAU,treatment,33
2025-04-12,AtRiskWAU,control,28
2025-04-12,AtRiskWAU,treatment,33
2025-04-12,Current,control,20
2025-04-12,Current,treatment,15
2025-04-12,Dormant,control,12
2025-04-12,Dormant,treatment,12
2025-04-12,New,control,1
2025-04-12,New,treatment,1
2025-04-12,Reactivated,control,3
2025-04-12,Reactivated,treatment,7
2025-04-12,Resurrected,control,1
2025-04-12,Resurrected,treatment,2
2025-04-13,AtRiskMAU,control,39
2025-04-13,AtRiskMAU,treatment,32
2025-04-13,AtRiskWAU,control,34
2025-04-13,AtRiskWAU,treatment,39
2025-04-13,Current,control,15
2025-04-13,Current,treatment,17
2025-04-13,Dormant,control,10
2025-04-13,Dormant,treatment,12
2025-04-13,New,control,1
2025-04-13,New,treatment,1
2025-04-13,Reactivated,control,2
2025-04-13,Reactivated,treatment,2
2025-04-13,Resurrected,control,3
2025-04-13,Resurrected,treatment,1
2025-04-14,AtRiskMAU,control,42
2025-04-14,AtRiskMAU,treatment,30
2025-04-14,AtRiskWAU,control,30
2025-04-14,AtRiskWAU,treatment,42
2025-04-14,Current,control,20
2025-04-14,Current,treatment,15
2025-04-14,Dormant,control,10
2025-04-14,Dormant,treatment,11
2025-04-14,New,control,1
2025-04-14,New,treatment,1
2025-04-14,Reactivated,control,2
2025-04-14,Reactivated,treatment,4
2025-04-14,Resurrected,treatment,2
2025-04-15,AtRiskMAU,control,39
2025-04-15,AtRiskMAU,treatment,31
2025-04-15,AtRiskWAU,control,38
2025-04-15,AtRiskWAU,treatment,42
2025-04-15,Current,control,13
2025-04-15,Current,treatment,19
2025-04-15,Dormant,control,9
2025-04-15,Dormant,treatment,10
2025-04-15,New,control,1
2025-04-15,New,treatment,1
2025-04-15,Reactivated,control,4
2025-04-15,Reactivated,treatment,1
2025-04-15,Resurrected,control,2
2025-04-15,Resurrected,treatment,2
2025-04-16,AtRiskMAU,control,37
2025-04-16,AtRiskMAU,treatment,33
2025-04-16,AtRiskWAU,control,33
2025-04-16,AtRiskWAU,treatment,45
2025-04-16,Current,control,23
2025-04-16,Current,treatment,16
2025-04-16,Dormant,control,11
2025-04-16,Dormant,treatment,9
2025-04-16,New,control,1
2025-04-16,New,treatment,1
2025-04-16,Reactivated,control,1
2025-04-16,Reactivated,treatment,2
2025-04-16,Resurrected,control,1
2025-04-16,Resurrected,treatment,1
2025-04-17,AtRiskMAU,control,38
2025-04-17,AtRiskMAU,treatment,34
2025-04-17,AtRiskWAU,control,29
2025-04-17,AtRiskWAU,treatment,41
2025-04-17,Current,control,27
2025-04-17,Current,treatment,20
2025-04-17,Dormant,control,9
2025-04-17,Dormant,treatment,8
2025-04-17,New,control,1
2025-04-17,New,treatment,1
2025-04-17,Reactivated,control,2
2025-04-17,Reactivated,treatment,2
2025-04-17,Resurrected,control,2
2025-04-17,Resurrected,treatment,2
2025-04-18,AtRiskMAU,control,39
2025-04-18,AtRiskMAU,treatment,38
2025-04-18,AtRiskWAU,control,32
2025-04-18,AtRiskWAU,treatment,44
2025-04-18,Current,control,25
2025-04-18,Current,treatment,17
2025-04-18,Dormant,control,9
2025-04-18,Dormant,treatment,7
2025-04-18,New,control,1
2025-04-18,New,treatment,1
2025-04-18,Reactivated,control,3
2025-04-18,Resurrected,treatment,2
2025-04-19,AtRiskMAU,control,42
2025-04-19,AtRiskMAU,treatment,37
2025-04-19,AtRiskWAU,control,37
2025-04-19,AtRiskWAU,treatment,42
2025-04-19,Current,control,18
2025-04-19,Current,treatment,18
2025-04-19,Dormant,control,10
2025-04-19,Dormant,treatment,4
2025-04-19,New,control,1
2025-04-19,New,treatment,1
2025-04-19,Reactivated,control,2
2025-04-19,Reactivated,treatment,5
2025-04-19,Resurrected,treatment,3
2025-04-20,AtRiskMAU,control,39
2025-04-20,AtRiskMAU,treatment,39
2025-04-20,AtRiskWAU,control,34
2025-04-20,AtRiskWAU,treatment,45
2025-04-20,Current,control,21
2025-04-20,Current,treatment,19
2025-04-20,Dormant,control,10
2025-04-20,Dormant,treatment,4
2025-04-20,New,control,1
2025-04-20,New,treatment,1
2025-04-20,Reactivated,control,5
2025-04-20,Reactivated,treatment,3
2025-04-20,Resurrected,control,1
2025-04-21,AtRiskMAU,control,40
2025-04-21,AtRiskMAU,treatment,42
2025-04-21,AtRiskWAU,control,33
2025-04-21,AtRiskWAU,treatment,39
2025-04-21,Current,control,26
2025-04-21,Current,treatment,24
2025-04-21,Dormant,control,10
2025-04-21,Dormant,treatment,3
2025-04-21,New,control,1
2025-04-21,New,treatment,1
2025-04-21,Reactivated,control,2
2025-04-21,Reactivated,treatment,2
2025-04-21,Resurrected,treatment,1
2025-04-22,AtRiskMAU,control,40
2025-04-22,AtRiskMAU,treatment,42
2025-04-22,AtRiskWAU,control,30
2025-04-22,AtRiskWAU,treatment,47
2025-04-22,Current,control,29
2025-04-22,Current,treatment,17
2025-04-22,Dormant,control,9
2025-04-22,Dormant,treatment,4
2025-04-22,New,control,1
2025-04-22,New,treatment,1
2025-04-22,Reactivated,control,2
2025-04-22,Reactivated,treatment,2
2025-04-22,Resurrected,control,2
2025-04-23,AtRiskMAU,control,40
2025-04-23,AtRiskMAU,treatment,43
2025-04-23,AtRiskWAU,control,37
2025-04-23,AtRiskWAU,treatment,36
2025-04-23,Current,control,24
2025-04-23,Current,treatment,24
2025-04-23,Dormant,control,8
2025-04-23,Dormant,treatment,6
2025-04-23,New,control,1
2025-04-23,New,treatment,1
2025-04-23,Reactivated,control,2
2025-04-23,Reactivated,treatment,4
2025-04-23,Resurrected,control,2
2025-04-24,AtRiskMAU,control,41
2025-04-24,AtRiskMAU,treatment,45
2025-04-24,AtRiskWAU,control,41
2025-04-24,AtRiskWAU,treatment,39
2025-04-24,Current,control,20
2025-04-24,Current,treatment,21
2025-04-24,Dormant,control,8
2025-04-24,Dormant,treatment,5
2025-04-24,New,control,1
2025-04-24,New,treatment,1
2025-04-24,Reactivated,control,2
2025-04-24,Reactivated,treatment,3
2025-04-24,Resurrected,control,2
2025-04-24,Resurrected,treatment,1
2025-04-25,AtRiskMAU,control,42
2025-04-25,AtRiskMAU,treatment,37
2025-04-25,AtRiskWAU,control,36
2025-04-25,AtRiskWAU,treatment,35
2025-04-25,Current,control,23
2025-04-25,Current,treatment,25
2025-04-25,Dormant,control,10
2025-04-25,Dormant,treatment,6
2025-04-25,New,control,1
2025-04-25,New,treatment,2
2025-04-25,Reactivated,control,2
2025-04-25,Reactivated,treatment,10
2025-04-25,Resurrected,control,2
2025-04-25,Resurrected,treatment,2
2025-04-26,AtRiskMAU,control,40
2025-04-26,AtRiskMAU,treatment,36
2025-04-26,AtRiskWAU,control,43
2025-04-26,AtRiskWAU,treatment,38
2025-04-26,Current,control,20
2025-04-26,Current,treatment,31
2025-04-26,Dormant,control,10
2025-04-26,Dormant,treatment,8
2025-04-26,New,control,1
2025-04-26,New,treatment,1
2025-04-26,Reactivated,control,2
2025-04-26,Reactivated,treatment,3
2025-04-26,Resurrected,control,1
2025-04-26,Resurrected,treatment,1
2025-04-27,AtRiskMAU,control,40
2025-04-27,AtRiskMAU,treatment,36
2025-04-27,AtRiskWAU,control,43
2025-04-27,AtRiskWAU,treatment,39
2025-04-27,Current,control,21
2025-04-27,Current,treatment,33
2025-04-27,Dormant,control,8
2025-04-27,Dormant,treatment,7
2025-04-27,New,control,2
2025-04-27,New,treatment,3
2025-04-27,Reactivated,control,3
2025-04-27,Reactivated,treatment,2
2025-04-27,Resurrected,control,2
2025-04-27,Resurrected,treatment,1
2025-04-28,AtRiskMAU,control,40
2025-04-28,AtRiskMAU,treatment,34
2025-04-28,AtRiskWAU,control,43
2025-04-28,AtRiskWAU,treatment,47
2025-04-28,Current,control,21
2025-04-28,Current,treatment,28
2025-04-28,Dormant,control,10
2025-04-28,Dormant,treatment,5
2025-04-28,New,control,1
2025-04-28,New,treatment,1
2025-04-28,Reactivated,control,4
2025-04-28,Reactivated,treatment,3
2025-04-28,Resurrected,control,1
2025-04-28,Resurrected,treatment,4
2025-04-29,AtRiskMAU,control,44
2025-04-29,AtRiskMAU,treatment,31
2025-04-29,AtRiskWAU,control,39
2025-04-29,AtRiskWAU,treatment,43
2025-04-29,Current,control,25
2025-04-29,Current,treatment,36
2025-04-29,Dormant,control,10
2025-04-29,Dormant,treatment,5
2025-04-29,New,control,1
2025-04-29,New,treatment,1
2025-04-29,Reactivated,control,1
2025-04-29,Reactivated,treatment,5
2025-04-29,Resurrected,control,1
2025-04-29,Resurrected,treatment,2
2025-04-30,AtRiskMAU,control,42
2025-04-30,AtRiskMAU,treatment,33
2025-04-30,AtRiskWAU,control,30
2025-04-30,AtRiskWAU,treatment,49
2025-04-30,Current,control,32
2025-04-30,Current,treatment,34
2025-04-30,Dormant,control,10
2025-04-30,Dormant,treatment,6
2025-04-30,New,control,1
2025-04-30,New,treatment,1
2025-04-30,Reactivated,control,6
2025-04-30,Reactivated,treatment,1
2025-04-30,Resurrected,control,1
2025-05-01,AtRiskMAU,control,48
2025-05-01,AtRiskMAU,treatment,34
2025-05-01,AtRiskWAU,control,27
2025-05-01,AtRiskWAU,treatment,50
2025-05-01,Current,control,33
2025-05-01,Current,treatment,31
2025-05-01,Dormant,control,9
2025-05-01,Dormant,treatment,5
2025-05-01,New,control,1
2025-05-01,New,treatment,1
2025-05-01,Reactivated,control,3
2025-05-01,Reactivated,treatment,3
2025-05-01,Resurrected,control,2
2025-05-01,Resurrected,treatment,1
2025-05-02,AtRiskMAU,control,45
2025-05-02,AtRiskMAU,treatment,38
2025-05-02,AtRiskWAU,control,34
2025-05-02,AtRiskWAU,treatment,48
2025-05-02,Current,control,29
2025-05-02,Current,treatment,30
2025-05-02,Dormant,control,10
2025-05-02,Dormant,treatment,6
2025-05-02,New,control,1
2025-05-02,New,treatment,1
2025-05-02,Reactivated,control,5
2025-05-02,Reactivated,treatment,3
2025-05-03,AtRiskMAU,control,42
2025-05-03,AtRiskMAU,treatment,38
2025-05-03,AtRiskWAU,control,41
2025-05-03,AtRiskWAU,treatment,38
2025-05-03,Current,control,27
2025-05-03,Current,treatment,38
2025-05-03,Dormant,control,8
2025-05-03,Dormant,treatment,6
2025-05-03,New,control,1
2025-05-03,New,treatment,1
2025-05-03,Reactivated,control,3
2025-05-03,Reactivated,treatment,5
2025-05-03,Resurrected,control,3
2025-05-03,Resurrected,treatment,1
2025-05-04,AtRiskMAU,control,41
2025-05-04,AtRiskMAU,treatment,36
2025-05-04,AtRiskWAU,control,42
2025-05-04,AtRiskWAU,treatment,43
2025-05-04,Current,control,29
2025-05-04,Current,treatment,38
2025-05-04,Dormant,control,8
2025-05-04,Dormant,treatment,7
2025-05-04,New,control,1
2025-05-04,New,treatment,1
2025-05-04,Reactivated,control,4
2025-05-04,Reactivated,treatment,2
2025-05-04,Resurrected,control,1
2025-05-04,Resurrected,treatment,1
2025-05-05,AtRiskMAU,control,41
2025-05-05,AtRiskMAU,treatment,36
2025-05-05,AtRiskWAU,control,40
2025-05-05,AtRiskWAU,treatment,46
2025-05-05,Current,control,32
2025-05-05,Current,treatment,35
2025-05-05,Dormant,control,9
2025-05-05,Dormant,treatment,6
2025-05-05,New,control,1
2025-05-05,New,treatment,2
2025-05-05,Reactivated,control,4
2025-05-05,Reactivated,treatment,3
2025-05-05,Resurrected,treatment,2
2025-05-06,AtRiskMAU,control,37
2025-05-06,AtRiskMAU,treatment,47
2025-05-06,AtRiskWAU,control,41
2025-05-06,AtRiskWAU,treatment,37
2025-05-06,Current,control,35
2025-05-06,Current,treatment,35
2025-05-06,Dormant,control,7
2025-05-06,Dormant,treatment,5
2025-05-06,New,control,1
2025-05-06,New,treatment,1
2025-05-06,Reactivated,control,5
2025-05-06,Reactivated,treatment,4
2025-05-06,Resurrected,control,2
2025-05-06,Resurrected,treatment,2
2025-05-07,AtRiskMAU,control,36
2025-05-07,AtRiskMAU,treatment,45
2025-05-07,AtRiskWAU,control,47
2025-05-07,AtRiskWAU,treatment,43
2025-05-07,Current,control,34
2025-05-07,Current,treatment,36
2025-05-07,Dormant,control,9
2025-05-07,Dormant,treatment,4
2025-05-07,New,control,1
2025-05-07,New,treatment,1
2025-05-07,Reactivated,control,1
2025-05-07,Reactivated,treatment,2
2025-05-07,Resurrected,control,1
2025-05-07,Resurrected,treatment,1
2025-05-08,AtRiskMAU,control,33
2025-05-08,AtRiskMAU,treatment,44
2025-05-08,AtRiskWAU,control,47
2025-05-08,AtRiskWAU,treatment,37
2025-05-08,Current,control,33
2025-05-08,Current,treatment,41
2025-05-08,Dormant,control,9
2025-05-08,Dormant,treatment,5
2025-05-08,New,control,1
2025-05-08,New,treatment,1
2025-05-08,Reactivated,control,7
2025-05-08,Reactivated,treatment,5
2025-05-09,AtRiskMAU,control,35
2025-05-09,AtRiskMAU,treatment,43
2025-05-09,AtRiskWAU,control,44
2025-05-09,AtRiskWAU,treatment,37
2025-05-09,Current,control,39
2025-05-09,Current,treatment,45
2025-05-09,Dormant,control,8
2025-05-09,Dormant,treatment,5
2025-05-09,New,control,1
2025-05-09,New,treatment,1
2025-05-09,Reactivated,control,3
2025-05-09,Reactivated,treatment,2
2025-05-09,Resurrected,control,1
2025-05-09,Resurrected,treatment,1
2025-05-10,AtRiskMAU,control,36
2025-05-10,AtRiskMAU,treatment,40
2025-05-10,AtRiskWAU,control,47
2025-05-10,AtRiskWAU,treatment,41
2025-05-10,Current,control,38
2025-05-10,Current,treatment,43
2025-05-10,Dormant,control,7
2025-05-10,Dormant,treatment,4
2025-05-10,New,control,1
2025-05-10,New,treatment,1
2025-05-10,Reactivated,control,2
2025-05-10,Reactivated,treatment,5
2025-05-10,Resurrected,control,1
2025-05-10,Resurrected,treatment,1
2025-05-11,AtRiskMAU,control,36
2025-05-11,AtRiskMAU,treatment,39
2025-05-11,AtRiskWAU,control,52
2025-05-11,AtRiskWAU,treatment,41
2025-05-11,Current,control,32
2025-05-11,Current,treatment,44
2025-05-11,Dormant,control,8
2025-05-11,Dormant,treatment,3
2025-05-11,New,control,2
